PAID	CID	Name	Inc	pa_name	pa_date	pa_comment	ended	enddate	c_duration	link	Mil_prov	Pol_prov	Terr_prov	Justice_prov	location	locationID
4372007112802	419	Ivory Coast: government	2	Third Complementary Agreement to the Ouagadougou Political Agreement	2007-11-28	"Partial peace agreement
 
The Third Complementary Agreement to the Ouagadougou Political Agreement details deadlines and procedures for implementing some of the provisions of the Ouagadougou Political Agreement, especially regarding the DD&R process (22 December 2007) and the presidential elections (at latest end of June 2008), public administration and voters registration."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/IVO%2020071128b.pdf	1	1	0	0	Ivory Coast	CIV
4372008122201	419	Ivory Coast: government	2	Fourth Complementary Agreement to the Ouagadougou Political Agreement	2008-12-22	"Partial peace agreement
 
The Fourth Complementary Agreement to the Ouagadougou Political Agreement was signed 22 December 2008 and delineates the integration of some 5000 former Forces Nouvelles rebels into the Ivorian security forces within a time period of two years."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/IVO%2020081222.pdf	1	1	0	0	Ivory Coast	CIV
6661993091301	234	Israel: Palestine	1	Declaration of Principles on Interim Self-Government Arrangements/ Oslo Agreement	1993-09-13	"Partial peace agreement

The Oslo agreement, kick-starting the Israeli-Palestinian peace process, declared the establishment of a Palestinian Interim Self-Government Authority and an elected Palestinian Council for the Palestinians in the West Bank and Gaza.

Israeli forces were to withdraw from parts of the West Bank and Gaza, and the Palestinian Council was to fill the vacuum by establishing a strong police force responsible for law and order in the West Bank and the Gaza Strip. Yet the Israeli military will be responsible for the entire territory’s external defence and sovereignty, and reserves its right to protect Israeli citizens.

An Interim Self-Government Authority and an elected Palestinian Council was to be established and a preparatory transfer of power and responsibilities from Israel to authorized Palestinians was begun. A final settlement based on Security Council Resolutions 242 and 338 was to be reached within five years.

Future negotiations were to cover issues such as Jerusalem, refugees, settlements, security arrangements, borders, and relations with neighbouring states. The agreement is categorized as a partial dyadic agreement with some of the characteristics that peace process agreements have."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/Isr%2019930913.pdf	0	0	1	0	Israel	ISR
6661994050401	234	Israel: Palestine	1	Agreement on the Gaza Strip and the Jericho Area	1994-05-04	"Partial peace agreement

The agreement is a continuance of the 1993 Oslo Agreement and is categorized as a partial dyadic agreement.

The Gaza Jericho Agreement regulated the withdrawal of Israeli military forces from the Gaza Strip and Jericho and established a Joint Security Coordination and Cooperation Committee for the recommendation and implementation of security guidelines and to deal with security issues and to provide a channel for information exchange. A 9000 strong Palestinian police force was to handle Palestinian security. It further stipulated how jurisdiction over the areas was to be shared and regulated the details for how the parties should coordinate civilian, economic and security matters."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/ISR%2019940504.pdf	0	0	1	0	Israel	ISR
6661994082901	234	Israel: Palestine	1	Agreement on Preparatory Transfer of Powers and Responsibilities Between Israel and the PLO	1994-08-29	"Partial peace agreement

The Agreement on the Preparatory Transfer of Powers and Responsibilities was a further step in the Israeli-Palestinian peace process, and regulated what exact powers the Palestinian Authority would have.

The agreement contained one main document, six annexes and a budget proposal for the interim period. The main provisions were that Palestinian authority was extended to include the spheres of education and culture, health, social welfare, tourism, direct taxation and VAT. It was further specified that the Palestinian authority would not extend to Israelis, Jerusalem or Israeli settlers and settlements. The Palestinian Authority also received the power of secondary legislation, which could at any time be opposed by the government of Israel or the military government.

The Palestinian responsibility for law enforcement was reaffirmed, along with Israel’s position as the only sovereign entity that could pursue international relations, external defence and foreign policy. Further, some modalities for the transfer from Israeli to Palestinian officials were worked out."	0	2099-01-01	By 1 September 1994 implementation had begun on only one of the five areas covered by the agreement: education. The transfer of power on the other areas awaited further talks on financing. Rabin also demanded that measures had to be taken against Islamic extremists if the transfer was to continue.	http://ucdp.uu.se/downloads/fullpeace/Isr%2019940829.pdf	0	0	1	0	Israel	ISR
6661995092801	234	Israel: Palestine	1	Israeli-Palestinian Interim Agreement on the West Bank and the Gaza Strip/ Oslo B	1995-09-28	"Partial peace agreement
The Oslo B agreement, or the Israeli-Palestinian Agreement on the West Bank and the Gaza Strip, should be viewed as the most important agreement following the 1993 Oslo agreement that begun this peace process.

The agreement stipulated further withdrawals of Israeli forces from the West Bank and Gaza, and the placement of Palestinian security forces in these areas.The terms of the Interim Agreement also stipulated the extension of the Palestinian power to include six more West Bank towns, including parts of Hebron, within six months. It further stated that Palestinian National Authority was to be extended over most of the West Bank by late 1997. The powers of the Council were increased and allowed the Palestinian Authority to conclude agreements with other states in some political spheres, and more importantly allowed the PA to pass both primary and secondary legislation.

As a confidence building measure Israel agreed to release prisoners and detainees that were residents of the West Bank and the Gaza Strip. Some refugees from these areas that were located abroad were also allowed to return, and would not be charged for crimes committed before the Oslo agreement in 1993."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/Isr%2019950928.pdf	0	0	1	1	Israel	ISR
6661997011501	234	Israel: Palestine	1	Protocol on Redeployment in Hebron	1997-01-15	"Partial peace agreement

The Protocol was the first agreement between the new Israeli Likud government and PLO/Fatah/PNA. Although the agreement did not introduce any significantly new terms when compared to the Oslo B agreement it is still important as it was the product of intense bargaining in a new setting; Israel had a new government and the PNA and Israel had had their first violent clashes during 1996. Besides some details on the security arrangements the novelties of the arrangement were the Israeli withdrawal from 80 per cent of Hebron within ten days and that the first of three subsequent withdrawals from the West Bank should take place within six weeks of the signing. The other two redeployments were set to take place before August 1998. The agreement was a continuance of the 1995 Oslo B agreement and should be categorized as a partial dyadic agreement."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/Isr%2019970115.pdf	0	0	1	1	Israel	ISR
6661998102301	234	Israel: Palestine	1	The Wye River Memorandum	1998-10-23	"Partial peace agreement

It was agreed that Israel should redeploy its troops from 13.1 per cent of the West Bank in three stages and that the Palestinians were to increase measures taken against terrorists. It was also stipulated that final status negotiations should be resumed by 4 May 1999. The agreement did not regulate any significantly new areas when compared to the 1993 and 1995 Oslo Agreements and should be categorized as a partial dyadic agreement with some characteristics of a peace process agreement."	1	1998-12-20	Two days after the Israeli redeployment was to be implemented the Knesset (Israeli Parliament) voted to suspend implementation of the Memorandum, out of security reasons.	http://ucdp.uu.se/downloads/fullpeace/Isr%2019981023.pdf	0	0	1	1	Israel	ISR
6661999090401	234	Israel: Palestine	1	The Sharm el-Sheik Memorandum Wye II	1999-09-04	"Partial peace agreement

The Sharm el-Sheik Memorandum was in essence a continuance of the Wye River Memorandum but with some changes in the schedule and in what had been agreed on procedural matters. The parties agreed to resume the Permanent Status negotiations and to conclude a comprehensive agreement one year after the negotiations had been resumed.

The Sharm el-Sheik Memorandum does not address the incompatibility to a great extent."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/Isr%2019990904.pdf	0	0	1	1	Israel	ISR
6662007112701	234	Israel: Palestine	1	Israeli-Palestinian Joint Understanding on Negotiations	2007-11-27	"Peace process agreement
 
PNA President Abbas and Israeli PM Olmert met on 27 November 2007 in Annapolis, Maryland (the US), under the auspices of US President George W Bush in order to revive the Israeli-Palestinian peace process. The end result of the international conference in Annapolis was this peace process agreement, dubbed the ""Israeli-Palestinian Joint Understanding on Negotiations"".
 
The agreement was a peace process agreement in its true sense, containing only a pledge to continue negotiations on the core issues of the conflict and a time table for these negotiations.
 
Both parties pledged to end incitement to bloodshed and violence, and to initiate bilateral negotiations on ""all outstanding issues"", as specified in earlier agreements. In essence, this peace process agreement is therefore a continuance of the peace process that ended with the start of the Second Intifada.
 
Further, the parties agree to conclude a final and comprehensive peace agreement before the end of 2008, through negotiations in a steering committee and through bi-weekly meetings between Abbas and Olmert.
 
Finally, both parrties pledge to implement their respective obligations under the ""Road Map for Peace"", issued by the Quartet in 2003. A joint mechanism, chaired by the USA is to monitor the extent to which the parties fulfill their obligations."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/Isr%2020071127.pdf	0	0	0	0	Israel	ISR
63064519750306	324	Iran - Iraq	3	Joint Iranian-Iraqi Communiqué  (“Algiers Agreement”)	1975-03-06	"Partial peace agreement The Joint Iranian-Iraqi Communiqué was signed on 6 March 1975 on the occasion of a meeting of the States members of OPEC (Organization of the Petroleum Exporting Countries) in Algiers, Algeria. The Algerian President Boumediene facilitated talks between the Shah of Iran and Saddam Hussein, Deputy Chairman of the Revolutionary Command Council of Iraq, during the OPEC meeting.
 
The agreement was a partial peace agreement. Iran and Iraq approved general principles for the delineation of the border between Iran and Iraq. The parties further decided on the establishment of a joint commission ""for the purpose of implementing and giving practical expression to the decisions reached.""
 
The parties also agreed on ""undertaking to exercise strict and effective control over the
 frontiers with a view to the complete cessation of all subversive infiltration from either
 side."" This aimed at the intrastate conflicts both Iran and Iraq faced and implied that the governments were to end support to the adversary's domestic opponents."	1	1980-09-17		http://ucdp.uu.se/downloads/fullpeace/Iran-Iraq%2019750613b.pdf	1	0	1	0	Iraq,Iran	IRQ,IRN
63064519750317	324	Iran - Iraq	3	Protocol to the Joint Iranian-Iraqi Communiqué (“Tehran Protocol”)	1975-03-17	"The protocol was a peace process agreement (agreement outlining a process for regulating or resolving the incompatibility).
 
It established mixed committees in order to ""establish the necessary procedures for effectively implementing the principles and achieving the objectives set forth in the Algiers Agreement, in particular, a Committee to Demarcate the Land Frontier between the two neighbouring Countries a Committee to Delimit the River Frontier between Iran and Iraq."	1	1980-09-17		http://ucdp.uu.se/downloads/fullpeace/Iran-Irak%2019751226a.pdf	0	0	1	0	Iraq,Iran	IRQ,IRN
63064519750420	324	Iran - Iraq	3	Record between Iran, Algeria and Iraq dated 20 April 1975	1975-04-20	"Partial peace agreement. 

With regard to military issues, Iran and Iraq agreed upon how to control the border until the final treaty would be signed between them. 

The record enlarged the Committee to Demarcate the Land Frontier and provided it with more financial support. The record established a Drafting Committee to prepare the texts of a final treaty and adopted the measures specified in the record of the work of the Committee to Demarcate the Land Frontier."	1	1980-09-17		http://ucdp.uu.se/downloads/fullpeace/Iran-Irak%2019751226a.pdf	1	0	1	0	Iraq,Iran	IRQ,IRN
63064519750520	324	Iran - Iraq	3	Record between Iran, Algeria and Iraq dated 20 May 1975	1975-05-20	The ministerial record assessed the work of the committees on land frontier. The parties agreed upon how to solve specific minor border issues such as the demarcation of the point where the Turkish, Iranian and Iraqi borders intersect and the status of landed property, constructions, or technical or other installations, whose character may be changed by the demarcation of the land frontier.	1	1980-09-17		http://ucdp.uu.se/downloads/fullpeace/Iran-Irak%2019751226a.pdf	0	0	1	0	Iraq,Iran	IRQ,IRN
63064519750613	324	Iran - Iraq	3	Treaty concerning the State frontier and neighbourly relations	1975-06-13	"Partial peace agreement. 


With the agreement Iran and Iraq agreed upon the delimitation of their common border. 

Details were regulated in two protocols to the agreement, which were signed the same day, namely, the Protocol concerning the redemarcation of the land frontier and the Protocol concerning the delimitation of the river frontier. A third protocol, the Protocol concerning frontier security, focussed on ending Iranian support to Kurdish rebels fighting the Iraqi government."	1	1980-09-17		http://ucdp.uu.se/downloads/fullpeace/Iran-Iraq%2019750613a.pdf	1	0	1	0	Iraq,Iran	IRQ,IRN
63064519751221	324	Iran - Iraq	3	Annex I to the Protocol concerning the Redemarcation of the Land Frontier between Iran and Iraq	1975-12-21	"Partial peace agreement.
 
The ANNEX I TO THE PROTOCOL CONCERNING THE REDEMARCATION OF THE LAND FRONTIER BETWEEN IRAN AND IRAQ described the frontier between Iran and Iraq in detail."	1	1980-09-17		http://ucdp.uu.se/downloads/fullpeace/Iran-Irak%2019751226a.pdf	0	0	1	0	Iraq,Iran	IRQ,IRN
630645197512261	324	Iran - Iraq	3	Addendum to Treaty concerning the State Frontier and neighbourly Relations between Iran and Iraq	1975-12-26	"Partial peace agreement. 
The addendum replaced article 6.5. of the Treaty concerning the State frontier and neighbourly relations between Iran and Iraq, signed at Baghdad on 13 June 1975.
 It detailed a procedure for the event of dispute between the two contracting parties."	1	1980-09-17		http://ucdp.uu.se/downloads/fullpeace/Iran-Irak%2019751226a.pdf	0	0	1	0	Iraq,Iran	IRQ,IRN
630645197512262	324	Iran - Iraq	3	Agreement between Iran and Iraq concerning Frontier Commissioners	1975-12-26	"The agreement was a partial peace agreement that regulated the crossing of the Iranian-Iraqi border, which was a main conflict issue. 
The agreement was signed by ABBAS-ALI KHALATBARY for Iran and by SAADOUN HAMADI for Iraq in Baghdad, the capital of Iraq. 

It established frontier commissioners' offices in the border zone (15 km on each side of the frontier) between the two countries. The frontier commissioners' offices main task was to monitor and to take necessary measures to prevent crimes and offences in the zone and to prevent the crossing of persons illegally crossing the border. The agreement also established a permanent joint Commission that was to deal with questions which the frontier commissioners had not been able to agree upon."	1	1980-09-17		http://ucdp.uu.se/downloads/fullpeace/Iran-Irak%2019751226.pdf	0	0	1	0	Iraq,Iran	IRQ,IRN
630645197512263	324	Iran - Iraq	3	Agreement between Iran and Iraq concerning the Rules governing Navigation on the Shatt Al’Arab	1975-12-26	The agreement was a partial peace agreement. Pursuant to article 8 of the Protocol concerning the delimitation of the river frontier between Iran and Iraq on 13 June 1975 the agreement provided for rules for the navigation on the Shatt Al'Arab. The Shatt Al'Arab was the disputed waterway located on the border between the two countries.	1	1980-09-17		http://ucdp.uu.se/downloads/fullpeace/Iran-Iraq%2019751226c.pdf	0	0	1	0	Iraq,Iran	IRQ,IRN
630645197512264	324	Iran - Iraq	3	Record no. 2 between Iran and Iraq  dated 26 December 1975	1975-12-26	"The agreement is a peace process agreement outlining a process for regulating or resolving the incompatibility. 

With the record the parties agreed to draw up by 20 March 1976 at the latest, a definitive list of the questions and mutual claims outstanding."	1	1980-09-17		http://ucdp.uu.se/downloads/fullpeace/Iran-Irak%2019751226a.pdf	0	0	1	0	Iraq,Iran	IRQ,IRN
630645197512265	324	Iran - Iraq	3	Record no. 1 between Iran and Iraq dated 26 December 1975	1975-12-26	In connection with the description of the Iranian-Iraqi land frontier annexed to the Protocol concerning the redemarcation of the land frontier between Iran and Iraq, of 13 June 1975, the record described the course of the border in detail in certain areas as well as the sharing of water between Iran and Iraq of the sources located at the border. It stipulated the erection of more border marks.	1	1980-09-17		http://ucdp.uu.se/downloads/fullpeace/Iran-Irak%2019751226a.pdf	0	0	1	0	Iraq,Iran	IRQ,IRN
630645197512266	324	Iran - Iraq	3	Agreement concerning the Use of Frontier Watercourses	1975-12-26	"The agreement was a partial peace agreement.
 
The agreement regulated the use and division of watercourses which intersect or follow the frontier line between the two countracting parties."	1	1980-09-17		http://ucdp.uu.se/downloads/fullpeace/Iran-Iraq%2019751226b.pdf	0	0	1	0	Iraq,Iran	IRQ,IRN
8502002120901	366	Indonesia: Aceh	1	Cessation of Hostilities Framework Agreement	2002-12-09	"Partial peace agreement

On 9 December 2002 the Indonesian government and the Free Aceh Movement (GAM) signed a peace accord in Geneva, Switzerland.

The first point in the agreement is a cessation of hostilities, combined with a redeployment of both belligerents’ troops to defensive positions. These defensive positions were agreed upon in a joint commission. The next step in the process was a phased disarmament and demobilizations program, under which the GAM rebels were to place there weapons in prearranged sites and fully disarm within seven months. There was also a partial demilitarization of the Aceh province. Throughout the peace process policing duties and law and order would continue to be the responsibility of the Indonesian police.

The parties further agreed to the acceptance of the NAD law, giving the Aceh province a broad autonomy, but without the authority over policing. The peace process was to be a democratic and inclusive process that would lead up to a democratically elected government for the Aceh province. The parties also agreed that this first settlement would lead to further negotiations, seeing that GAM had not had all of their demands satisfied. An international monitoring committee was established to oversee the process."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/Ind%2020021209.pdf	1	0	1	0	Indonesia	IDN
8502005081501	366	Indonesia: Aceh	1	Memorandum of Understanding between the Government of the Republic of Indonesia and the Free Aceh Movement	2005-08-15	"Full peace agreement

The agreement was signed in Helsinki, Finland, on 15 August 2005 under the mediation and facilitation of former Finnish president Marti Ahtisaari.

The agreement stipulated the demobilization and disbandment of GAM’s 3,000 rebel troops and their reintegration into civilian life. All demobilized combatants are given the right to an employment or to appropriate farmlands. The agreement also restricts the presence of government troops in the region, and calls for a withdrawal of all non-organic forces from Aceh. The police force in Aceh was to be retrained, in order to firmly entrench democratic and human rights values in the doctrine of the forces.

The territorial incompatibility was regulated through an agreement on self-governance for Aceh. Aceh will govern itself in all sectors of public affairs except foreign affairs, external defence, national security, monetary and fiscal matters, justice and freedom of religion. The government of Indonesia was charged with agreeing in consultation on international agreements and legislation that affected the Aceh region. Traditional institutions of Aceh were to be reinstated.

Measures were also agreed upon to legalize the formation of Aceh-based political parties, and to hold elections in 2006 and 2009 for the executive and legislative branches of the Acehnese self-governing entity. Agreement was also reached on the sensitive issue of natural resources; 70% of revenue from the exploitation of these resources would be channeled to the Aceh government. The agreement also stipulated the establishment of a Human Rights Court, a Truth and Reconciliation Commission and a Reintegration Fund. The fund would be used to facilitate the reconstruction of the country and the resettlement of ex-combatants and displaced persons. An Aceh Monitoring Mission was to monitor and verify the implementation of the peace agreement, and would consist of observers from EU and ASEAN countries.

Finally a general amnesty was proclaimed, and a release of political prisoners and detainees was stipulated."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/Ind%20050815.pdf	1	1	1	1	Indonesia	IDN
7501988081201	335	India: Tripura	1	Memorandum of Understanding with TNV	1988-08-12	"Full peace agreement
 
The agreement made between the government of India, the Tripura state government and the TNV was signed on 12 August 1988 and ended that armed conflict.
 
The agreement first of all contained stipulations for a ceasefire, to be followed by the depositing of all of the TNV's arms, ammunition and equipment. After the demobilisation the government was to initiate resettlement and rehabilitation schemes for the disarmed rebels.
 
Regarding the incompatibility the agreementattempted to resolve the territorial issues through two different strands; an increase of reserved seats for tribals in the Tripura Legislative Assembly and a redrawing of the boundaries of the Autonomous District Council. Regarding the first strand the government promised to increase reserved seats in the legislature to 20. Regarding the autonomous district this area was to be expanded.
 
Lastly the agreement contained a few stipulations regarding restoration of land and economic development for Tripura's tribals."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/IND%2019880812.pdf	1	0	1	0	India	IND
7501993082301	335	India: Tripura	1	Memorandum of Settlement - 23 August 1993	1993-08-23	"Full peace agreement
On 23 August 1993 a memorandum of understanding was signed in Agartala, Tripura, between the rebels and the state government. The NLFT group, though not active in the year 1993, did not sign the agreement and thus it should be viewed as a dyadic peace agreement.

It provided for the surrender of the ATTF rebels: to deposit arms and ammunition and surrender all underground activities. In the accord the new left wing government committed itself to take measures for the resettlement and rehabilitation of ATTF personnel; to the eviction of Bengalis, who had arrived after 1971, from the tribal areas; and to the introduction of an inner-line permit system restricting the settlement of Bengalis in Tripura. 

Furthermore, the settlement provided for the inclusion of the tribal majority districts in the Autonomous District Council areas; for the establishment of a village police force under the ADC; and the increase of numbers of seats for the tribal representatives in the ADC. Lastly the parties agreed on several measures to strengthen and protect the cultural heritage of the tribal population such as language, names and important buildings. Relatively little information is conveyed about the circumstances of the agreement, but it can be noted that the new government that had taken office came from the left-wing party widely accused of being the key force behind the ATTF's campaign of violence initiated in 1991."	1	1996-12-31		http://ucdp.uu.se/downloads/fullpeace/IND%2019930823.pdf	1	0	1	0	India	IND
7501993022001	421	India: Bodoland	1	Bodoland Autonomous Council Act, 1993	1993-02-20	"Full peace agreement
In Guwahati, on 20 February 1993, the government of Assam and the government of India signed a peace settlement with the militant Bodo group ABSU; one of the groups fighting for greater group rights for the Bodo tribes in the state of Assam.

The settlement stipulated the bringing overground of all ABSU militants, and their subsequent depositing of arms and disbandment. The government of Assam was to initiate immediate steps for suitable rehabilitation, and also provided ex-gratia payments to the next of kin of those killed during the conflict.

The key provisions of the agreement was the establishment of the Bodoland Autonomous Council, comprising 2000 villages and 25 tea plantations in 8 districts of northern and lower Assam. The council should be comprised of 35 elected members, with five more to be nominated by the Governor of Assam from the underrepresented communities. It should act as an assembly for the autonomous area, and secure the ""social, economic, educational, ethnic and cultural advancement of the Bodos residing therein"". Contrary to what the Bodo delegation demanded the council were not given any autonomy with regard to law and order within this territory.

Two problems were highly visible both in the negotiation and implementation phase of the accord. Firstly, there was no consensus on the Bodo's demographic strength and extension within the area they demanded autonomy for. Secondly, as the Bodo villages were not contiguous the demarcation of the jurisdiction of BAC remained a problem. The accord provided for all villages having a 50 per cent tribal population into the BAC. For the sake of contiguity, even villages with only one per cent tribal population was included. When the time for implementation came the accord was met by stiff resistance from the Assamese population in these areas.The accord was heavily criticized by the hard-line militants within the Bodo- movement. The Bodo Security Force said its was a betrayal of the Bodo cause, and had at the time already resumed the violent campaign for a separate state of Bodoland apart from Assam."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/India%2019930220.pdf	1	0	1	1	India	IND
411993070301	381	Haiti: government	2	The Governor's Island agreement	1993-07-03	"Peace process agreement

The agreement was signed on Governor's Island, New York, by Cédras, leader of the military junta on Haiti, and president in exile Aristide.

The 10-point peace plan allowed for: 1) the granting by Aristide of an amnesty 2) Aristide’s return to Haiti on October 30, 1993 3) the resignation of Cédras and the appointment by Aristide of new armed forces 4) the adoption of a law creating a new police and the appointment of a new police chief by Aristide 5) the appointment by Aristide of a new Prime Minister 6) the ratification of the Prime Minister’s appointment by a ”normal” Haitian National Assembly 7) the suspension of UN and OAS trade sanctions once the new Prime Minister took office 8) the start of exchanges among political parties under UN-OAS auspices to put the country under the path to normality 9) international cooperation, consisting of technical aid and assistance, to make administrative and judicial reforms and to modernize armed forces, and 10) UN and OAS verification of full compliance with the agreement.

The military leaders of Haiti, however, did not abide by the agreement and effectively hindered Aristide's return to Haiti. Aristide did not return until late 1994, supported by a UN backed American operation to the island."	1	1993-10-29	"On 29 October when the UN issued a statement condemning the failure of Haiti’s military leaders to comply with the July Governor’s Island agreement, thus preventing the return to the country by October 30 of President Aristide.

On 31 October at a news conference Emmanuel Constant, secretary-general of the Front for the Advancement and Progress of Haiti (FRAPH), called for, on behalf of a coalition of groups against Aristide, the suspension of the Governor's Island agreement. He called for the immediate application of Article 149 of the Constitution, in which the chief justice of the Supreme Court would assume power pending the holding of fresh elections in event of the permanent absence of the president."	http://ucdp.uu.se/downloads/fullpeace/Hai%2019930703.pdf	0	1	0	1	Haiti	HTI
4041998110101	410	Guinea Bissau: government	2	Abuja Peace Agreement	1998-11-01	"Full peace agreement
The agreement reaffirmed the ceasefire and resolved that the withdrawal of the Senegalese and Guinean troops be conducted simultaneously with the deployment of an ECOMOG interposition force. Furthermore, the agreement stipulated for a government of national unity, comprising both rebels and members of the present government, to be formed and for elections to be held no later than March 1999.

On 15 December an Additional Protocol to the Abuja agreement was signed which outlined the composition of the Government of National Unity. Five Ministers and three secretaries of the state were to be nominated by the government of Guinea Bissau. Three ministers and four secretaries of the state were to be nominated by the Military Junta."	1	1999-05-07	The peace agreement lasted for 6 months, i.e. from 1 November 1998 to 7 May 1999. In late January 1999, there was a brief period of fighting in the capital, but talks resumed quickly and a new ceasefire was reached on 9 February. On 6 May, new fighting erupted and the President Vieira was overthrown on 7 May.	http://ucdp.uu.se/downloads/fullpeace/GuB%2019981101.pdf	1	1	0	0	Guinea Bissau	GNB
901990033001	233	Guatemala: government	2	The Oslo Accord	1990-03-30	"Peace process agreement
The Basic Agreement on the Search for Peace by Political Means was the first agreement in the Guatemalan peace process, participated in by the URNG rebels and the government of Guatemala. It set out arrangements for facilitation of future government - URNG dialogue, confirming the appointment and the mandate of the CNR 'conciliator' (National Reconciliation Commission). It also confirmed the invitation for UN monitoring of the peace process, and outlined plans for a series of consultations involving the URNG and a range of civil and political groups, leading to a direct dialogue between the rebels and the government at an unspecified future date."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/Gua%2019900330.pdf	0	0	0	0	Guatemala	GTM
901991042601	233	Guatemala: government	2	The Mexico Accord	1991-04-26	"Partial peace agreement
The Mexico Agreement was the second stage in the Guatemalan peace process, begun in Oslo the year before.The agreement contained no agreements on the incompatibility and instead formalized the procedure under which future negotiations would take place. The formal procedures of negotiations would focus on direct meetings between the parties with the active participation of the Conciliator and in the presence of the Observer. The parties were to always be represented by high-level delegates. The parties also agreed not to abandon the process unilaterally.

The parties also agreed on the agenda for negotiations, divided into substantive and procedural issues. The substantive issues are to be discussed first and include democracy; human rights; refugees; a truth commission; indigenous rights; the economic, social and agrarian situation; the role of the army; strengthening of civil authorities and institutions; and constitutional reform. Procedural issues are to be discussed later, covering arrangements for a ceasefire and for the demobilisation and reintegration of the URNG into normal political life."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/Gua%2019910426.pdf	0	0	0	0	Guatemala	GTM
901991072501	233	Guatemala: government	2	The Querétaro Agreement	1991-07-25	"Partial peace agreement
The Queretaro agreement dealt with the issue of ‘democracy’ and what traits a true democratic society should have.Democracy was qualified as functional and participatory, and the parties agreed that such a society entailed the pre-eminence of civil society, the development of democratic institutions, the functioning of the state as a subject to the rule of law, the subordination of the armed forces to civilian authority, the respect for human rights and the indigenous people’s rights and the enjoyment for all of the benefits of national production. However, no details were provided on implementation, nor were a concrete timetable proposed. Nor was any progress made on core human rights issues such as the establishment of a truth commission, the abolition of the Civil Defence Patrols or forced conscription.

The agreement also stated that there should be an effective resettlement of uprooted population groups."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/Gua%2019910725.pdf	0	1	0	1	Guatemala	GTM
901994011001	233	Guatemala: government	2	The Framework Agreement for the Resumption of Negotiations between the Government of Guatemala and the Guatemalan National Revolutionary Unity	1994-01-10	"Peace process agreement
This peace process agreement restarts the negotiations in the Guatemalan peace process, negotiations that had stranded in 1993 due to incompatible platforms for negotiations.

The parties agreed to hold new negotiations on the issues outlined in the Mexico Agreement, and to adhere to the procedures of negotiations drawn up in the Queretaro Agreement.

Further the parties agreed that Guatemalan society had played and would continue to play an essential role in the peace process. For this reason the parties agreed to promote the creation of civil assembly that would discuss issues to be included in the coming negotiations.

Lastly the verification mission for the UN was reaffirmed."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/Gua%2019940110.pdf	0	0	0	0	Guatemala	GTM
901994032901	233	Guatemala: government	2	The Agreement on a Timetable for Negotiations on a Firm and Lasting Peace in Guatemala	1994-03-29	This peace process agreement fixed a schedule for negotiations. Although the agenda was scrupulously respected by both parties, the negotiation process extended two years beyond its anticipated completion date of December 1994.	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/Gua%2019940329b.pdf	0	0	0	0	Guatemala	GTM
901994032902	233	Guatemala: government	2	The Comprehensive Agreement on Human Rights	1994-03-29	"Partial peace agreement
The first agreement signed in the renewed Guatemalan peace process, not counting the timetable agreement, was the Comprehensive Agreement on Human Rights, aimed at strengthening the proliferation of democratic values and respect for the individual throughout Guatemalan society.

The government agreed to adhere to the principles and norms of human rights, and to implement measures and institutions to promote and perfect these norms. The agreement also contained a commitment against impunity, and a commitment to abolish illegal security forces. In addition to this the government was charged with a purification and professionalization of its own security forces. Force conscription was also abolished. 

The United Nations was chosen to function as a verification mechanism, to receive and follow-up on alleged violations of human rights."	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/Gua%2019940329.pdf	0	0	0	0	Guatemala	GTM
901994061701	233	Guatemala: government	2	The Agreement on the Resettlement of Population Groups Uprooted by the Armed Conflict	1994-06-17	"Partial peace agreement
This agreement focused mainly on a strategy to promote the return of those uprooted by the internal conflict.An extensive strategy was created in order to promote the return of those displaced, and the government committed itself to guarantee the conditions necessary for the safe return of the internally displaced to their places of origin or to another place of their choice, to promote the return of land abandoned by uprooted populations, and to involve them in the design and implementation of a comprehensive reintegration plan. The government also assumed responsibility for decentralizing the state and strengthening municipal government and to request UN support in the design and funding of projects resulting from the accord"	0	2099-01-01		http://ucdp.uu.se/downloads/fullpeace/Gua%2019940617.pdf	0	0	0	1	Guatemala	GTM
