conflictid,location,sidea,sidea2nd,side b,sidebid,sideb2nd,incomp,terr,year,intensity,cumint,type,startdate,startprec,startdate2,startprec2,epend,ependdate,ependprec,gwnoa,gwnoa2nd,gwnob,gwnob2nd,gwnoloc,region,version
230,Yemen (North Yemen),Government of Yemen (North Yemen),,Forces of Hadi,6254,"Government of Bahrain, Government of Egypt, Government of Jordan, Government of Kuwait, Government of Morocco, Government of Qatar, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates",2,,2016,2,1,4,1948-03-15,4,2009-12-17,1,1,2016-12-31,1,678,,,"692, 651, 663, 690, 600, 694, 670, 625, 696",678,2,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,PNDF,200,,1,Kachin,1949,1,0,3,1949-12-31,6,1949-12-31,6,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,PNDF,200,,1,Kachin,1950,1,1,3,1949-12-31,6,1949-12-31,6,1,1950-05-05,1,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1961,2,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1962,2,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1963,2,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1964,2,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1965,2,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1966,2,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1967,2,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1968,2,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1969,2,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1970,2,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1971,2,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1972,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1973,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1974,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1975,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1976,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1977,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1978,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1979,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1980,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1981,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1982,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1983,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1984,2,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1985,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1986,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1987,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1988,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1989,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1990,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1991,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,1992,1,1,3,1949-12-31,6,1961-02-28,4,1,1992-12-31,5,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,2011,1,1,3,1949-12-31,6,2011-06-27,1,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,2012,1,1,3,1949-12-31,6,2011-06-27,1,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,2013,1,1,3,1949-12-31,6,2011-06-27,1,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,2014,1,1,3,1949-12-31,6,2011-06-27,1,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,2015,1,1,3,1949-12-31,6,2011-06-27,1,0,,,775,,,,775,3,17.1
231,Myanmar (Burma),Government of Myanmar (Burma),,KIO,201,,1,Kachin,2016,1,1,3,1949-12-31,6,2011-06-27,1,1,2016-12-14,1,775,,,,775,3,17.1
232,"China, Taiwan",Government of China,,Government of Taiwan,137,,3,Taiwan strait,1949,2,1,2,1949-10-31,3,1949-10-31,3,0,,,710,,713,,"710, 713",3,17.1
232,"China, Taiwan",Government of China,,Government of Taiwan,137,,3,Taiwan strait,1950,1,1,2,1949-10-31,3,1949-10-31,3,1,1950-12-31,5,710,,713,,"710, 713",3,17.1
232,"China, Taiwan",Government of China,,Government of Taiwan,137,Government of United States of America,3,Taiwan strait,1954,2,1,2,1949-10-31,3,1954-12-31,5,1,1954-12-31,5,710,,713,2,"710, 713",3,17.1
232,"China, Taiwan",Government of China,,Government of Taiwan,137,Government of United States of America,3,Taiwan strait,1958,2,1,2,1949-10-31,3,1958-12-31,5,1,1958-12-31,5,710,,713,2,"710, 713",3,17.1
233,Guatemala,Government of Guatemala,,Military faction,726,,2,,1949,1,0,3,1949-07-18,1,1949-07-18,1,1,1949-07-19,1,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,Forces of Carlos Castillo Armas,727,,2,,1954,1,0,3,1949-07-18,1,1954-06-18,2,1,1954-06-27,1,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,FAR I,728,,2,,1963,1,0,3,1949-07-18,1,1963-07-31,3,1,1963-12-31,5,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,FAR I,728,,2,,1965,1,0,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,FAR I,728,,2,,1966,1,0,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,FAR I,728,,2,,1967,1,0,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,FAR I,728,,2,,1968,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,FAR I,728,,2,,1969,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,"FAR I, FAR II","728, 729",,2,,1970,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,"FAR I, FAR II","728, 729",,2,,1971,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,"FAR I, FAR II","728, 729",,2,,1972,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,"FAR I, FAR II","728, 729",,2,,1973,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,"FAR I, FAR II","728, 729",,2,,1974,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,"EGP, FAR II","730, 729",,2,,1975,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,"EGP, FAR II","730, 729",,2,,1976,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,"EGP, FAR II","730, 729",,2,,1977,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,"EGP, FAR II","730, 729",,2,,1978,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,"EGP, FAR II, ORPA","730, 729, 731",,2,,1979,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,"EGP, FAR II, ORPA","730, 729, 731",,2,,1980,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,"EGP, FAR I, FAR II, ORPA","730, 728, 729, 731",,2,,1981,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,URNG,732,,2,,1982,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,URNG,732,,2,,1983,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,URNG,732,,2,,1984,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,URNG,732,,2,,1985,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,URNG,732,,2,,1986,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,URNG,732,,2,,1987,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,URNG,732,,2,,1988,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,URNG,732,,2,,1989,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,URNG,732,,2,,1990,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,URNG,732,,2,,1991,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,URNG,732,,2,,1992,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,URNG,732,,2,,1993,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,URNG,732,,2,,1994,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,17.1
233,Guatemala,Government of Guatemala,,URNG,732,,2,,1995,1,1,3,1949-07-18,1,1965-12-31,5,1,1995-12-31,5,90,,,,90,5,17.1
234,Israel,Government of Israel,,Palestinian insurgents,202,,1,Palestine,1949,1,0,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Palestinian insurgents,202,,1,Palestine,1950,1,0,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Palestinian insurgents,202,,1,Palestine,1951,1,0,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Palestinian insurgents,202,,1,Palestine,1952,1,0,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Palestinian insurgents,202,,1,Palestine,1953,1,0,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Palestinian insurgents,202,,1,Palestine,1954,1,0,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Palestinian insurgents,202,,1,Palestine,1955,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Palestinian insurgents,202,,1,Palestine,1956,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Palestinian insurgents,202,,1,Palestine,1957,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Palestinian insurgents,202,,1,Palestine,1958,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Palestinian insurgents,202,,1,Palestine,1959,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Palestinian insurgents,202,,1,Palestine,1960,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Palestinian insurgents,202,,1,Palestine,1961,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Palestinian insurgents,202,,1,Palestine,1962,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Palestinian insurgents,202,,1,Palestine,1963,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Palestinian insurgents,202,,1,Palestine,1964,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Non PLO groups, PLO","203, 204",,1,Palestine,1965,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Non PLO groups, PLO","203, 204",,1,Palestine,1966,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Non PLO groups, PLO","203, 204",,1,Palestine,1967,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Non PLO groups, PLO","203, 204",,1,Palestine,1968,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Non PLO groups, PLO","203, 204",,1,Palestine,1969,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Non PLO groups, PLO","203, 204",,1,Palestine,1970,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Non PLO groups, PLO","203, 204",,1,Palestine,1971,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Non PLO groups, PLO","203, 204",,1,Palestine,1972,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Non PLO groups, PLO","203, 204",,1,Palestine,1973,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1974,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1975,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1976,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1977,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1978,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1979,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1980,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1981,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"PLO, Rejectionist Front","204, 1067",Government of Syria,1,Palestine,1982,2,1,4,1948-05-15,1,1949-12-31,5,0,,,666,,,652,666,2,17.1
234,Israel,Government of Israel,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1983,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1984,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1985,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1986,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1987,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1988,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"PFLP, PFLP-GC","205, 206",,1,Palestine,1989,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Fatah,207,,1,Palestine,1990,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Fatah,207,,1,Palestine,1991,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Fatah,207,,1,Palestine,1992,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Hamas,209,,1,Palestine,1993,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,Hamas,209,,1,Palestine,1994,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,PIJ,208,,1,Palestine,1995,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,PNA,210,,1,Palestine,1996,1,1,3,1948-05-15,1,1949-12-31,5,1,1996-09-30,3,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Fatah, PNA","207, 210",,1,Palestine,2000,1,1,3,1948-05-15,1,2000-10-01,1,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Fatah, Hamas, PFLP, PIJ, PNA","207, 209, 205, 208, 210",,1,Palestine,2001,1,1,3,1948-05-15,1,2000-10-01,1,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"AMB, Fatah, Hamas, PIJ, PNA","211, 207, 209, 208, 210",,1,Palestine,2002,1,1,3,1948-05-15,1,2000-10-01,1,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"AMB, Hamas, PIJ","211, 209, 208",,1,Palestine,2003,1,1,3,1948-05-15,1,2000-10-01,1,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"AMB, Hamas, PIJ","211, 209, 208",,1,Palestine,2004,1,1,3,1948-05-15,1,2000-10-01,1,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Fatah, Hamas, PIJ","207, 209, 208",,1,Palestine,2005,1,1,3,1948-05-15,1,2000-10-01,1,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Fatah, Hamas, PIJ, PRC","207, 209, 208, 212",,1,Palestine,2006,1,1,3,1948-05-15,1,2000-10-01,1,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Fatah, Hamas, PIJ","207, 209, 208",,1,Palestine,2007,1,1,3,1948-05-15,1,2000-10-01,1,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Hamas, PIJ","209, 208",,1,Palestine,2008,1,1,3,1948-05-15,1,2000-10-01,1,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Hamas, PIJ","209, 208",,1,Palestine,2009,1,1,3,1948-05-15,1,2000-10-01,1,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,PIJ,208,,1,Palestine,2010,1,1,3,1948-05-15,1,2000-10-01,1,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Hamas, PIJ","209, 208",,1,Palestine,2011,1,1,3,1948-05-15,1,2000-10-01,1,0,,,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Hamas, PIJ","209, 208",,1,Palestine,2012,1,1,3,1948-05-15,1,2000-10-01,1,1,2012-11-21,1,666,,,,666,2,17.1
234,Israel,Government of Israel,,"Hamas, PIJ","209, 208",,1,Palestine,2014,2,1,3,1948-05-15,1,2014-07-08,1,1,2014-12-24,1,666,,,,666,2,17.1
235,"North Korea, South Korea",Government of North Korea,,Government of South Korea,139,,1,Korea,1949,1,0,2,1949-05-31,3,1949-05-31,3,0,,,731,,732,,"731, 732",3,17.1
235,"North Korea, South Korea",Government of North Korea,"Government of China, Government of Russia (Soviet Union)",Government of South Korea,139,"Government of Australia, Government of Canada, Government of France, Government of Greece, Government of New Zealand, Government of Philippines, Government of South Africa, Government of Thailand, Government of Turkey, Government of United Kingdom, Government of United States of America",1,Korea,1950,2,1,2,1949-05-31,3,1949-05-31,3,0,,,731,"710, 365",732,"900, 20, 220, 350, 920, 840, 560, 800, 640, 200, 2","731, 732",3,17.1
235,"North Korea, South Korea",Government of North Korea,"Government of China, Government of Russia (Soviet Union)",Government of South Korea,139,"Government of Australia, Government of Belgium, Government of Canada, Government of Colombia, Government of Ethiopia, Government of France, Government of Greece, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of Philippines, Government of South Africa, Government of Thailand, Government of Turkey, Government of United Kingdom, Government of United States of America",1,Korea,1951,2,1,2,1949-05-31,3,1949-05-31,3,0,,,731,"710, 365",732,"900, 211, 20, 100, 530, 220, 350, 212, 210, 920, 840, 560, 800, 640, 200, 2","731, 732",3,17.1
235,"North Korea, South Korea",Government of North Korea,"Government of China, Government of Russia (Soviet Union)",Government of South Korea,139,"Government of Australia, Government of Belgium, Government of Canada, Government of Colombia, Government of Ethiopia, Government of France, Government of Greece, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of Philippines, Government of South Africa, Government of Thailand, Government of Turkey, Government of United Kingdom, Government of United States of America",1,Korea,1952,2,1,2,1949-05-31,3,1949-05-31,3,0,,,731,"710, 365",732,"900, 211, 20, 100, 530, 220, 350, 212, 210, 920, 840, 560, 800, 640, 200, 2","731, 732",3,17.1
235,"North Korea, South Korea",Government of North Korea,"Government of China, Government of Russia (Soviet Union)",Government of South Korea,139,"Government of Australia, Government of Belgium, Government of Canada, Government of Colombia, Government of Ethiopia, Government of France, Government of Greece, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of Philippines, Government of South Africa, Government of Thailand, Government of Turkey, Government of United Kingdom, Government of United States of America",1,Korea,1953,2,1,2,1949-05-31,3,1949-05-31,3,1,1953-07-27,1,731,"710, 365",732,"900, 211, 20, 100, 530, 220, 350, 212, 210, 920, 840, 560, 800, 640, 200, 2","731, 732",3,17.1
236,China,Government of China,,Tibet,213,,1,Tibet,1950,1,0,3,1950-10-07,1,1950-10-07,1,1,1950-10-09,1,710,,,,710,3,17.1
236,China,Government of China,,Tibet,213,,1,Tibet,1956,2,1,3,1950-10-07,1,1956-05-31,4,1,1956-12-31,5,710,,,,710,3,17.1
236,China,Government of China,,Tibet,213,,1,Tibet,1959,2,1,3,1950-10-07,1,1959-03-10,1,1,1959-04-23,1,710,,,,710,3,17.1
237,Indonesia,Government of Indonesia,,Republic of South Moluccas,214,,1,South Moluccas,1950,2,1,3,1950-08-05,1,1950-08-05,1,1,1950-11-15,1,850,,,,850,3,17.1
238,United States of America,Government of United States of America,,Puerto Rican Nationalist Party,733,,1,Puerto Rico,1950,1,0,1,1950-10-30,1,1950-10-30,1,1,1950-11-01,1,2,,,,2,5,17.1
239,"Egypt, United Kingdom",Government of Egypt,,Government of United Kingdom,28,,1,Suez,1951,1,0,2,1951-10-18,1,1951-10-18,1,0,,,651,,200,,"200, 651","1, 2",17.1
239,"Egypt, United Kingdom",Government of Egypt,,Government of United Kingdom,28,,1,Suez,1952,1,0,2,1951-10-18,1,1951-10-18,1,1,1952-12-31,5,651,,200,,"200, 651","1, 2",17.1
240,Thailand,Government of Thailand,,Military faction (navy),215,,2,,1951,1,0,3,1951-06-30,1,1951-06-30,1,1,1951-07-01,1,800,,,,800,3,17.1
240,Thailand,Government of Thailand,,CPT,216,,2,,1974,1,1,3,1951-06-30,1,1974-10-31,4,0,,,800,,,,800,3,17.1
240,Thailand,Government of Thailand,,CPT,216,,2,,1975,1,1,3,1951-06-30,1,1974-10-31,4,0,,,800,,,,800,3,17.1
240,Thailand,Government of Thailand,,CPT,216,,2,,1976,1,1,3,1951-06-30,1,1974-10-31,4,0,,,800,,,,800,3,17.1
