new_id,old_id,name,type_of_violence
1440,1298,MDJT - Civilians,3
1441,1299,FUCD - Civilians,3
1442,1300,RAFD - Civilians,3
1443,1301,CDR - Civilians,3
1444,1302,UFDD - Civilians,3
1445,1303,NLC - Civilians,3
1446,1304,Military faction (forces of Jerry John Rawlings) - Civilians,3
1447,1305,Military faction (forces of Ekow Dennis and Edward Adjei-Ampofo)  - Civilians,3
1448,1306,Military faction (forces of Patrick Nzeogwu) - Civilians,3
1449,1307,SWAPO - Civilians,3
1450,1308,Republic of Biafra - Civilians,3
1451,1309,RFDG - Civilians,3
1452,1310,Sudanese Communist Party - Civilians,3
1453,1311,Islamic Charter Front - Civilians,3
1454,1314,NDA - Civilians,3
1455,1317,NRF - Civilians,3
1456,1319,SLM/A-Unity - Civilians,3
1457,1320,Monima  - Civilians,3
1458,1321,Military faction (forces of Mohamed Madbouh) - Civilians,3
1459,1322,Military faction (forces of Idi Amin) - Civilians,3
1460,1323,Kikosi Maalum - Civilians,3
1461,1324,Military faction (forces of Charles Arube) - Civilians,3
1462,1326,Fronasa - Civilians,3
1463,1327,UNLF - Civilians,3
1464,1328,FUNA - Civilians,3
1465,1329,NRA - Civilians,3
1466,1330,UNRF - Civilians,3
1467,1331,HSM - Civilians,3
1468,1332,UPDA - Civilians,3
1469,1333,UFM - Civilians,3
1470,1335,Lord's Army - Civilians,3
1471,1338,WNBF - Civilians,3
1472,1339,UNRF II - Civilians,3
1473,1340,ZAPU - Civilians,3
1474,1341,ZANU - Civilians,3
1475,1342,PF - Civilians,3
1476,1343,EIJM - AS - Civilians,3
1477,1345,WSLF - Civilians,3
1478,1349,SSDF - Civilians,3
1479,1350,SNM - Civilians,3
1480,1351,SPM - Civilians,3
1481,1353,USC/SNA - Civilians,3
1482,1354,SRRC - Civilians,3
1483,1355,ARS/UIC - Civilians,3
1484,1357,Military faction (forces of Samuel Doe) - Civilians,3
1485,1361,MODEL - Civilians,3
1486,1362,Rsistance Arme Tunisienne - Civilians,3
1487,1363,NRC - Civilians,3
1488,1364,ANC - Civilians,3
1489,1365,Military faction (forces of Hezekiah Ochuka) - Civilians,3
1490,1366,Military faction (forces of Ibrahim Saleh) - Civilians,3
1491,1367,MTD - Civilians,3
1492,1369,Popular Front - Civilians,3
1493,1370,Presidential guard - Civilians,3
1494,1371,ALF - Civilians,3
1495,1372,ARDUF - Civilians,3
1496,1373,MPA - Civilians,3
1497,1375,ATNMC - Civilians,3
1498,1376,FLAA - Civilians,3
1499,1377,CRA - Civilians,3
1500,1378,UFRA - Civilians,3
1501,1382,FRUD - Civilians,3
1502,1383,FRUD - AD - Civilians,3
1503,1385,AFRC - Civilians,3
1504,1386,Kamajors - Civilians,3
1505,1387,WSB - Civilians,3
1506,1388,Takfir wa'l Hijra - Civilians,3
1507,1389,AIS - Civilians,3
1508,1392,FLEC-R - Civilians,3
1509,1393,FLEC-FAC - Civilians,3
1510,1394,AIAI - Civilians,3
1511,1395,FDR - Civilians,3
1512,1397,MPA/Republic of Anjouan - Civilians,3
1513,1399,Ninjas - Civilians,3
1514,1400,Cocoyes - Civilians,3
1515,1402,"Military Junta for the Consolidation of Democracy, Peace and Justice - Civilians",3
1516,1403,Military faction - Civilians,3
1517,1404,OLF - Civilians,3
1518,1406,Military faction (forces of Andr Kolingba) - Civilians,3
1519,1407,Forces of Francois Bozize - Civilians,3
1520,1408,UFDR - Civilians,3
1521,1409,MJP - Civilians,3
1522,1412,FRCI - Civilians,3
1523,1413,Ahlul Sunnah Jamaa - Civilians,3
1524,1414,NDPVF - Civilians,3
1525,1415,BDK - Civilians,3
1526,1416,MNJ - Civilians,3
1527,1417,POLISARIO - Civilians,3
1528,1418,UPC - Civilians,3
1529,1419,NLA - Civilians,3
1530,1420,FNLA - Civilians,3
1531,1422,Forces of Abdullahi Yusuf - Civilians,3
1532,1423,Abtisame subclan of Galje'el clan (Hawiye) - Civilians,3
1533,1424,Abudu  - Civilians,3
1534,1425,Supporters of AD - Civilians,3
1535,1426,Afar - Civilians,3
1536,1427,Afi subclan of Galje'el clan (Hawiye) - Civilians,3
1537,1429,Agon-Yar subclan of Abgal clan (Hawiye) - Civilians,3
1538,1430,Ali-Gaf subclan of Abgal clan (Hawiye)  - Civilians,3
1539,1431,Alur - Civilians,3
1540,1432,Amaro - Civilians,3
1541,1433,Anaguta - Civilians,3
1542,1434,Supporters of ANPP - Civilians,3
1543,1435,Anuak - Civilians,3
1544,1436,Agar Dinka - Civilians,3
1545,1437,Gok Dinka - Civilians,3
1546,1438,ARPCT - Civilians,3
1547,1439,Arrow Boys - Civilians,3
1548,1441,Bachama - Civilians,3
1549,1443,Birom - Civilians,3
1550,1444,Bokora Karimojong - Civilians,3
1551,1445,Borana - Civilians,3
1552,1446,Burji - Civilians,3
1553,1447,Dabare subclan of Digil clan (Digil-Mirifle) - Civilians,3
1554,1448,Darsalim - Civilians,3
1555,1449,Da'ud subclan of Abgal clan (Hawiye) - Civilians,3
1556,1450,Dawa - Civilians,3
1557,1451,Dimasa  - Civilians,3
1558,1452,Dinka  - Civilians,3
1559,1453,Dioula - Civilians,3
1560,1454,Dir clan  - Civilians,3
1561,1455,Dizi   - Civilians,3
1562,1456,Duduble subclan of Gorgorte clan (Hawiye) - Civilians,3
1563,1458,Fiqi Muhumud subclan (Dir) - Civilians,3
1564,1459,FN - IC - Civilians,3
1565,1461,Fulani - Civilians,3
1566,1462,Hausa - Civilians,3
1567,1463,Gabra - Civilians,3
1568,1464,Galje'el clan (Hawiye) - Civilians,3
1569,1465,Gamai - Civilians,3
1570,1466,Garre subclan of Digil clan (Digil-Mirifle) - Civilians,3
1571,1467,Guji - Civilians,3
1572,1468,Gura - Civilians,3
1573,1469,Habaniya  - Civilians,3
1574,1470,Hema - Civilians,3
1575,1472,Hotiya Baggara  - Civilians,3
1576,1473,Huber subclan of Mirifle clan (Digil-Mirifle) - Civilians,3
1577,1475,Supporters of IFP - Civilians,3
1578,1476,Igbo - Civilians,3
1579,1477,Ijaw - Civilians,3
1580,1479,Issa - Civilians,3
1581,1480,Itsekiri - Civilians,3
1582,1481,Izzi  - Civilians,3
1583,1482,Forces of Jama Ali Jama - Civilians,3
1584,1483,Janjaweed - Moro faction - Civilians,3
1585,1484,Janjaweed - Bin Kulaib faction - Civilians,3
1586,1487,Jejele subclan of Jibedi clan (Hawiye) - Civilians,3
1587,1488,Jiddo subclan of Digil clan (Digil-Mirifle) - Civilians,3
1588,1489,Jie - Civilians,3
1589,1490,JVA - Civilians,3
1590,1491,Kereyou   - Civilians,3
1591,1492,Tama - Civilians,3
1592,1493,Kibete - Civilians,3
1593,1495,Lendu - Civilians,3
1594,1497,Luway subclan of Mirifle clan (Digil-Mirifle) - Civilians,3
1595,1498,Ma'aliyah - Civilians,3
1596,1499,Mahadade subclan of Abgal clan (Hawiye)  - Civilians,3
1597,1500,Mambila - Civilians,3
1598,1501,Marehan subclan of Sede clan (Darod) - Civilians,3
1599,1503,Bena Nsimba - Civilians,3
1600,1504,Bena Kapuya - Civilians,3
1601,1508,MFDC Front Nord - MD - Civilians,3
1602,1509,MFDC - S - Civilians,3
1603,1510,MILOCI  - Civilians,3
1604,1513,Mohamed Muse subclan of Abgal clan (Hawiye) - Civilians,3
1605,1514,Murle - Civilians,3
1606,1515,Murule subclan of Gugundabe clan (Hawiye) - Civilians,3
1607,1516,NDV - Civilians,3
1608,1517,Newiba - Civilians,3
1609,1519,Nuer - Civilians,3
1610,1520,Mahariba - Civilians,3
1611,1521,Mahamid - Civilians,3
1612,1522,Ogaden clan (Darod) - Civilians,3
1613,1523,Oromo - Civilians,3
1614,1525,Pan - Civilians,3
1615,1526,PDF - Civilians,3
1616,1527,Supporters of PDP - Civilians,3
1617,1528,Pian Karimojong - Civilians,3
1618,1529,Pokot - Civilians,3
1619,1530,Puntland state of Somalia - Civilians,3
1620,1532,FRF - Civilians,3
1621,1535,Republic of Somaliland - Civilians,3
1622,1536,Rizeigat Abbala - Civilians,3
1623,1537,RRA - MH - Civilians,3
1624,1540,Sa'ad subclan of Habar Gidir clan (Hawiye) - Civilians,3
1625,1541,Sabiny - Civilians,3
1626,1542,Sheikhal clan (Dir) - Civilians,3
1627,1543,Rer Ahmad subclan (Hawiye) - Civilians,3
1628,1544,Hawarsame Rer Hasan and Habar Ya'qub subclan of Marehan clan (Darod) - Civilians,3
1629,1545,Somali (Ethiopia) - Civilians,3
1630,1548,Suleiman subclan of Habar Gidir clan (Hawiye) - Civilians,3
1631,1549,Suri - Civilians,3
1632,1550,Tarok - Civilians,3
1633,1551,Terjam - Civilians,3
1634,1552,Falata - Civilians,3
1635,1553,Toposa - Civilians,3
1636,1554,Turkana - Civilians,3
1637,1555,Ukele - Civilians,3
1638,1559,USC/SSA - OMF - Civilians,3
1639,1560,Warsangeli subclan of Abgal clan (Hawiye) - Civilians,3
1640,1561,Yantar subclan of Mirifle clan (Digil-Mirifle) - Civilians,3
1641,1562,Yoruba - Civilians,3
1642,1563,Yugur - Civilians,3
1643,1564,Rizeigat Baggara - Civilians,3
1644,1566,Zaghawa - Civilians,3
1645,1567,Lou Nuer - Civilians,3
1646,1568,Didinga - Civilians,3
1647,1569,Bor Dinka - Civilians,3
1648,1570,Bi'idyahan subclan of Majerteen clan (Darod) - Civilians,3
1649,1571,Ismail subclan of Makahil clan (Darod) - Civilians,3
1650,1572,Majerteen subclan (Darod) - Civilians,3
1651,1573,Nyangatom  - Civilians,3
1652,1574,Dassanetch - Civilians,3
1653,1577,AN  - Civilians,3
1654,1579,Harakat Ras Kamboni - Civilians,3
1655,1580,Popular Revolutionary Movement - Civilians,3
1656,1581,MNR - Civilians,3
1657,1582,ELN - Civilians,3
1658,1583,"Opposition coalition (Febreristas, Liberals and Communists) - Civilians",3
1659,1584,Military faction (forces of Alfredo Stroessner) - Civilians,3
1660,1585,Military faction (forces of Andres Rodriguez) - Civilians,3
1661,1586,National Liberation Army - Civilians,3
1662,1587,Military faction - Civilians,3
1663,1588,Forces of Carlos Castillo Armas - Civilians,3
1664,1589,FAR I - Civilians,3
1665,1590,FAR II - Civilians,3
1666,1591,EGP - Civilians,3
1667,1592,ORPA - Civilians,3
1668,1593,URNG - Civilians,3
1669,1594,Puerto Rican Nationalist Party - Civilians,3
1670,1595,M-26-7 - Civilians,3
1671,1596,Cuban Revolutionary Council - Civilians,3
1672,1597,Military faction (forces of Eduardo A. Lonardi Doucet) - Civilians,3
1673,1598,Military faction (colorados) - Civilians,3
1674,1599,ERP - Civilians,3
1675,1600,Montoneros - Civilians,3
1676,1601,Military faction (navy) - Civilians,3
1677,1602,Bandera Roja - Civilians,3
1678,1603,Military faction (forces of Hugo Chvez)  - Civilians,3
1679,1606,M-19 - Civilians,3
1680,1607,EPL - Civilians,3
1681,1608,Military faction (constitutionalists) - Civilians,3
1682,1609,ELN - Civilians,3
1683,1610,MIR - Civilians,3
1684,1612,MRTA - Civilians,3
1685,1613,Military faction (forces of Benjamin Mejia) - Civilians,3
1686,1614,ERP - Civilians,3
1687,1615,FPL - Civilians,3
1688,1616,FMLN - Civilians,3
1689,1617,MLN/Tupamaros - Civilians,3
1690,1618,"Military faction (forces of Augusto Pinochet, Toribio Merino and Leigh Guzman)  - Civilians",3
1691,1619,FSLN - Civilians,3
1692,1620,Contras/FDN - Civilians,3
1693,1621,SLA - Civilians,3
1694,1622,Military faction (forces of Moiss Giroldi)  - Civilians,3
1695,1623,Jamaat al-Muslimeen - Civilians,3
1696,1624,Military faction (forces of Himmler Rebu and Guy Francois)  - Civilians,3
1697,1625,Military faction (forces of Raol Cdras)  - Civilians,3
1698,1626,FLRN - Civilians,3
1699,1627,OP Lavalas (Chimres)  - Civilians,3
1700,1628,EZLN - Civilians,3
1701,1629,EPR - Civilians,3
1702,1633,Comando Vermelho - Civilians,3
1703,1634,Huaorani - Civilians,3
1704,1636,Sinaloa Cartel - Civilians,3
1705,1637,Mara 18 (Guatemala) - Civilians,3
1706,1638,Mara Salvatrucha (Guatemala) - Civilians,3
1707,1641,Tagaeri  - Civilians,3
1708,1642,Terceiro Comando - Civilians,3
1709,1643,Gulf Cartel - Civilians,3
1710,1644,1920 Revolution Brigades - Civilians,3
1711,1645,MJF - Civilians,3
1712,1646,DKBA - Civilians,3
1713,1647,Palipehutu-FNL - LP - Civilians,3
1714,1648,Lashkhar of Wazir tribe - Civilians,3
1715,1649,JVA faction - Civilians,3
1716,1651,Bangesh - Civilians,3
1717,1652,Turi - Civilians,3
1718,1653,Forces of Shah Sahib - Civilians,3
1719,1654,Juarez Cartel - Civilians,3
1720,1655,Kachai sub-tribe of Bangesh - Civilians,3
1721,1656,Mishti - Civilians,3
1722,1657,Lashkar of Salarzai tribe - Civilians,3
1723,1658,Mangal - Civilians,3
1724,1659,NSCN-U - Civilians,3
1725,1660,Tijuana Cartel - Civilians,3
1726,1661,Tijuana Cartel - El Teo faction - Civilians,3
1727,1662,Hizb-i Wahdat - Akbari faction - Civilians,3
1728,1663,Jamiat-ul-Dawa - Civilians,3
1729,1664,Shura-yi Nazar-i Shomali - Civilians,3
1730,1665,BCP - Civilians,3
1731,1666,PBCP - Civilians,3
1732,1667,Qaqachaca - Civilians,3
1733,1668,Laime - Civilians,3
1734,1669,Hells Angels - Civilians,3
1735,1670,Rock Machine - Civilians,3
1736,1671,Cali Cartel - Civilians,3
1737,1672,PEPES - Civilians,3
1738,1673,Forest Brothers - Civilians,3
1739,1674,White Legion - Civilians,3
1740,1675,Bodo - Civilians,3
1741,1676,Santhal - Civilians,3
1742,1677,HuM - Civilians,3
1743,1678,JKLF - Civilians,3
1744,1679,Naga - Civilians,3
1745,1680,Dayak - Civilians,3
1746,1681,Madurese - Civilians,3
1747,1682,Dereiat - Civilians,3
1748,1683,al-Shaman - Civilians,3
1749,1684,IMK - Civilians,3
1750,1685,Supporters of JLP - Civilians,3
1751,1686,Supporters of PNP - Civilians,3
1752,1687,Fatah Revolutionary Council - Civilians,3
1753,1688,SLA - Civilians,3
1754,1689,Garcia clan - Civilians,3
1755,1690,Pena Rojas clan - Civilians,3
1756,1691,MDA - Civilians,3
1757,1692,MDA - LM - Civilians,3
1758,1693,MQM-H - Civilians,3
1759,1696,Wagia subclan of Takima - Civilians,3
1760,1697,Wayai subclan of Takima - Civilians,3
1761,1698,Wogia-Tunjup - Civilians,3
1762,1699,Unjamap - Civilians,3
1763,1700,Hadji Faizal Abdulkarim clan - Civilians,3
1764,1701,Hadji Masir Ahalul clan - Civilians,3
1765,1702,Azeri - Civilians,3
1766,1703,Armenian - Civilians,3
1767,1704,Forces of Ruslan Labazanov - Civilians,3
1768,1705,Provisional Council of the Chechen Republic - Civilians,3
1769,1706,Republic of Georgia - Civilians,3
1770,1708,PLOTE - Civilians,3
1771,1710,Republic of Bosnia-Herzegovina - Civilians,3
1772,1711,"SAO Eastern Slavonia, Baranja and Western Symria - Civilians",3
1773,1712,SAO Krajina - Civilians,3
1774,1713,Forces of Jing Caludtiag - Civilians,3
1775,1714,Forces of Randy Karon - Civilians,3
1776,1715,Supporters of Jean-Bertrand Aristide - Civilians,3
1777,1716,Supporters of Roger Lafontant - Civilians,3
1778,1717,Meskhetian Turk - Civilians,3
1779,1718,Uzbek - Civilians,3
1780,1719,Kyrgyz - Civilians,3
1782,1721,Taleban - Ali Dad faction - Civilians,3
1783,1722,Taleban - Mola Khel faction - Civilians,3
1784,1723,Hindus (India) - Civilians,3
1785,1724,Muslims (India) - Civilians,3
1786,1725,Christians (Indonesia) - Civilians,3
1787,1726,Muslims (Indonesia) - Civilians,3
1788,1727,Erapo - Civilians,3
1789,1728,Kurupi - Civilians,3
1790,1729,Ataia - Civilians,3
1791,1730,Kagu - Civilians,3
1792,1731,Moife - Civilians,3
1793,1732,Kemeyu - Civilians,3
1794,1733,Fomu I - Civilians,3
1795,1734,Fomu II - Civilians,3
1796,1735,Avaninofi - Civilians,3
1797,1736,Aganunofi - Civilians,3
1798,1737,Christians (Philippines) - Civilians,3
1799,1738,Muslims (Philippines) - Civilians,3
1800,1739,Supporters of UNP - Civilians,3
1801,1740,Supporters of PA - Civilians,3
1802,1741,Santo Domingo Teojomulco - Civilians,3
1803,1742,Santiago Xochiltepec - Civilians,3
1804,1743,Paite - Civilians,3
1805,1744,PSP - Civilians,3
1806,1746,MNDAA - Civilians,3
1807,1747,AQAP - Civilians,3
1808,1753,Lashkar of Orakzai tribe - Civilians,3
1809,1754,Forces of Turkestan Bhittani - Civilians,3
1810,1756,LNUP - Civilians,3
1811,1757,KNUP - Civilians,3
1812,1758,Xawaadle clan (Hawiye) - Civilians,3
1813,1759,Andani - Civilians,3
1814,1760,Supporters of ACN - Civilians,3
1815,1761,Ahlu Sunna Waljamaca - Civilians,3
1816,1762,Bangadi Militia - Civilians,3
1817,1764,Gaadsan subclan of Biimaal clan (Dir) - Civilians,3
1818,1765,Ma'alin Weyne subclan of Mirifle clan (Digil-Mirifle) - Civilians,3
1819,1766,Gumuz - Civilians,3
1820,1767,Hol Dinka - Civilians,3
1821,1768,Luo - Civilians,3
1822,1769,MDF - Civilians,3
1823,1770,GIA - El Ahd Battalion - Civilians,3
1824,1771,GIA - El Forkane - Civilians,3
1825,1772,Bafanji - Civilians,3
1826,1773,Balikumbat  - Civilians,3
1827,1774,Banya - Civilians,3
1828,1775,Foulbe - Civilians,3
1829,1776,Kotoko - Civilians,3
1831,1780,Oulad Rachid - Civilians,3
1832,1781,Khozam   - Civilians,3
1833,1782,MPA - SOC - Civilians,3
1834,1783,Hunde - Civilians,3
1835,1784,Hutu - Civilians,3
1836,1785,Amhara - Civilians,3
1837,1786,Arbore - Civilians,3
1838,1787,Degodia - Civilians,3
1839,1788,Derashe - Civilians,3
1840,1789,Zeyle - Civilians,3
1841,1790,Gedeo - Civilians,3
1842,1791,Rer Liban subclan (Issaq) - Civilians,3
1843,1792,Rer Samatar subclan of Habr Awal (Issaq) - Civilians,3
1844,1793,Ajuran - Civilians,3
1845,1794,Samburu - Civilians,3
1846,1795,Kikuyu - Civilians,3
1847,1796,Kisii - Civilians,3
1848,1797,Luhya - Civilians,3
1849,1798,Marakwet - Civilians,3
1850,1799,Nandi - Civilians,3
1851,1800,Orma - Civilians,3
1852,1801,Wardei - Civilians,3
1853,1802,Pokomo - Civilians,3
1854,1803,FPLA - Civilians,3
1855,1804,ARLA - Civilians,3
1857,1806,Touareg - Civilians,3
1858,1807,Naparama - Civilians,3
1859,1808,Adoni - Civilians,3
1860,1811,Azara - Civilians,3
1861,1812,Efik - Civilians,3
1862,1813,Ibibio - Civilians,3
1863,1814,Wurukum  - Civilians,3
1864,1815,Afisare - Civilians,3
1865,1816,Ninzam - Civilians,3
1866,1817,Ife - Civilians,3
1867,1818,Modakeke - Civilians,3
1868,1819,Ilaje - Civilians,3
1869,1820,Urhobo - Civilians,3
1870,1821,Jukun - Civilians,3
1871,1822,Karimjo - Civilians,3
1872,1823,Kwala - Civilians,3
1873,1824,Odtikas - Civilians,3
1874,1825,Ndoki - Civilians,3
1875,1826,Eleme - Civilians,3
1876,1827,Umuleri - Civilians,3
1877,1828,Aguleri - Civilians,3
1878,1829,Abdalle subclan of Habar Awal clan (Isaaq) - Civilians,3
1879,1830,Aidagalla subclan of Habar Garhadjis clan (Isaaq) - Civilians,3
1880,1831,Abdalleh-Agon-Yar subclan of Abgal clan (Hawiye) - Civilians,3
1881,1832,Eli-Agon-Yar subclan of Abgal clan (Hawiye) - Civilians,3
1882,1833,Abdulleh-Galmaha subclan of Abgal clan (Hawiye) - Civilians,3
1883,1834,Kabaloh subclan of Abgal clan (Hawiye) - Civilians,3
1884,1835,Galgalo - Civilians,3
1885,1837,Forces of Omar Jess - Civilians,3
1886,1838,Ayr subclan of Habar Gidir clan (Hawiye) - Civilians,3
1887,1839,Eli-Omar subclan of Abgal clan (Hawiye) - Civilians,3
1888,1840,Abdalle-Aroneh subclan of Abgal clan (Hawiye) - Civilians,3
1889,1841,Forces of Abdirizak Bihi - Civilians,3
1890,1842,Forces of Ahmed Sheikh Buraleh - Civilians,3
1891,1843,Forces of Hussein Ali Ahmed - Civilians,3
1892,1846,Forces of Abdurahman Ahmed Ali 'Tur' - Civilians,3
1893,1851,SNF - MSAB  - Civilians,3
1894,1853,DSA  - Civilians,3
1895,1854,USC/SNA - OA  - Civilians,3
1896,1855,USC-PM  - Civilians,3
1897,1856,ANC - 'Greens'  - Civilians,3
1898,1857,ANC - 'Reds'  - Civilians,3
2266,1858,Supporters of AZAPO  - Civilians,3
2267,1859,Codeta - Civilians,3
2268,1860,CATA  - Civilians,3
2269,1861,Supporters of UDF  - Civilians,3
2270,1862,Mangweni clan - Civilians,3
2271,1863,Mgodini clan - Civilians,3
2272,1864,Supporters of UDM  - Civilians,3
2273,1865,Uwusa  - Civilians,3
2274,1866,NUM  - Civilians,3
2275,1867,Webta  - Civilians,3
2276,1868,Lagunya  - Civilians,3
2277,1869,Awlad Omran clan  - Civilians,3
2278,1870,Jikany Nuer - Civilians,3
2279,1871,Masalit  - Civilians,3
2280,1872,Salamat Baggara - Civilians,3
2281,1873,Beni Halba Baggara - Civilians,3
2282,1874,Fur - Civilians,3
2283,1875,SPLM/A - AH  - Civilians,3
2284,1876,SPLM/A - WN - Civilians,3
2285,1877,Tchokossi - Civilians,3
2286,1878,Moba - Civilians,3
2287,1879,Iteso - Civilians,3
2288,1880,Afor - Civilians,3
2289,1881,Supporters of Andry Rajoelina - Civilians,3
2290,1882,Hizbul Islam - Civilians,3
2291,1884,Ngok Dinka - Civilians,3
2292,1885,Shiluk - Civilians,3
2293,1886,Bari - Civilians,3
2294,1887,Aliap Dinka  - Civilians,3
2295,1888,Luac Jang Dinka - Civilians,3
2296,1889,Awan Dinka - Civilians,3
2297,1890,Pari - Civilians,3
2298,1891,Arab - Civilians,3
2299,1892,Kounta - Civilians,3
2300,1893,Atyap - Civilians,3
2301,1894,Supporters of Laurent Gbagbo - Civilians,3
2302,1895,Supporters of Alassane Outtara - Civilians,3
2303,1896,Supporters of Didier Ratsiraka - Civilians,3
2304,1897,Mauritanian - Civilians,3
2305,1898,Senegalese - Civilians,3
2306,1899,Christians (Nigeria) - Civilians,3
2307,1900,Muslims (Nigeria) - Civilians,3
2308,1901,Bini - Civilians,3
2309,1902,Supporters of UNPP  - Civilians,3
2310,1903,Kalenjin - Civilians,3
2311,1904,Misseriya - Civilians,3
2312,1905,GIA - El Khadra Battalion - Civilians,3
2313,1906,Geri - Civilians,3
2314,1907,Abgal clan (Hawiye) - Civilians,3
2315,1908,Matheniko Karimojong - Civilians,3
2316,1909,Maasai - Civilians,3
2317,1910,Ogoni - Civilians,3
2318,1911,Tiv - Civilians,3
2319,1912,Okrika (Ijaw) - Civilians,3
2320,1914,Habar Gidir clan (Hawiye) - Civilians,3
2321,1918,SNF  - Civilians,3
2322,1919,Awlad al-Zuid clan - Civilians,3
2323,1920,SSUM/A  - Civilians,3
2324,1921,Dodoth - Civilians,3
2325,1922,Konso - Civilians,3
2326,1923,Karimojong - Civilians,3
2327,1924,Supporters of Marc Ravalomanana - Civilians,3
2328,1925,Mundari - Civilians,3
2329,1932,ALP - Civilians,3
2330,1933,ANLP - Civilians,3
2331,1934,APLP - Civilians,3
2332,1935,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,3
2333,1936,CPA - Civilians,3
2334,1937,CPJP - Civilians,3
2335,1938,SALF - Civilians,3
2336,1939,SLM - Civilians,3
2337,1940,Ogaden Liberation Front - Civilians,3
2338,1941,Kusasi - Civilians,3
2339,1942,Mamprusi - Civilians,3
2340,1943,Nyanga - Civilians,3
2341,1944,Gonja - Civilians,3
2342,1945,Nawuri - Civilians,3
2343,1946,Konkomba - Civilians,3
2344,1947,Nanumba - Civilians,3
2345,1948,Dagomba - Civilians,3
2346,1949,Mujahid Party - Civilians,3
2347,1951,Rejectionist Front - Civilians,3
2348,1952,RPF - Civilians,3
2349,1953,UFR - Civilians,3
2350,1955,Torma - Civilians,3
2351,1956,Torma Manian - Civilians,3
2352,1957,Highlanders - Civilians,3
2353,1958,Banyarwanda - Civilians,3
2354,1959,PUSIC - Civilians,3
2355,1962,Tishana-Meen - Civilians,3
2356,1963,Garre - Civilians,3
2357,1964,Hamar - Civilians,3
2358,1965,Makahin - Civilians,3
2359,1966,Forces of General Morgan - Civilians,3
2360,1968,Ari - Civilians,3
2361,1969,Mursi - Civilians,3
2362,1970,Malay - Civilians,3
2363,1971,Supporters of ANC - Civilians,3
2364,1972,Awlad Zeid - Civilians,3
2365,1974,Beltrn Leyva Cartel - Civilians,3
2366,1975,Beltrn Leyva Cartel - Valdez Villareal faction - Civilians,3
2367,1976,Ansarallah - Civilians,3
2368,1977,Atuot Dinka - Civilians,3
2369,1978,Ciek Dinka - Civilians,3
2370,1979,Boje - Civilians,3
2371,1980,Nsadop - Civilians,3
2372,1981,Mujahideen in the Golis Mountains - Civilians,3
2373,1982,Rek Dinka - Civilians,3
2374,1983,Qubeys subclan (Dir) - Civilians,3
2375,1984,Mara 18 (Honduras) - Civilians,3
2376,1985,Forces of Momin Afridi - Civilians,3
2377,1986,TTP - TA - Civilians,3
2378,1987,TTP - MR - Civilians,3
2379,1988,TTP - MT - Civilians,3
2380,1990,SNM - 'Calan cas'  - Civilians,3
2381,1991,Somali (Kenya) - Civilians,3
2382,1992,DKBA 5 - Civilians,3
2383,1993,SSDM/A - Civilians,3
2384,1994,Gur - Civilians,3
2385,1995,Burkinab - Civilians,3
2386,1996,Senufo - Civilians,3
2387,1997,PFNR - Civilians,3
2388,1998,Military faction (forces of Samuel Toranzo Caldern) - Civilians,3
2389,2000,IGLF - Civilians,3
2390,2001,LDF - Civilians,3
2391,2002,IFP - Civilians,3
2392,2003,Oleh - Civilians,3
2393,2004,Olmoro - Civilians,3
2394,2005,Forces of Yussuf Hajji Nur - Civilians,3
2395,2006,Saleban-Abdalla subclan of Majerteen clan (Darod) - Civilians,3
2396,2007,SSPP - Civilians,3
2397,2008,SPLM/A-North - Civilians,3
2398,2009,SSLM/A - Civilians,3
2399,2010,FDSI-CI - Civilians,3
2400,2011,NTC - Civilians,3
2401,2012,Forces of Muammar Gaddafi - Civilians,3
2402,2013,ALiR - Civilians,3
2403,2014,Republic of South Sudan - Civilians,3
2404,2015,FSA - Civilians,3
2405,2016,AJPSN - Civilians,3
2406,2017,Copts (Egypt) - Civilians,3
2407,2018,Muslims (Egypt) - Civilians,3
2408,2019,Ezilo - Civilians,3
2409,2020,Ezza - Civilians,3
2410,2021,FDC - Civilians,3
2411,2022,Gony Dinka - Civilians,3
2412,2023,Thiyic Dinka - Civilians,3
2413,2024,Malink - Civilians,3
2414,2025,Sayawa - Civilians,3
2415,2026,Kpelle - Civilians,3
2416,2027,Lashkar of Zakakhel tribe - Civilians,3
2417,2028,Laskhar of Masozai Qaumi tribe - Civilians,3
2418,2029,Opponents of al-Assad - Civilians,3
2419,2030,Supporters of al-Assad - Civilians,3
2420,2031,BIFM - Civilians,3
2421,2032,SVA - Civilians,3
2422,2033,Jur Beli - Civilians,3
2423,2034,La Familia - Civilians,3
2424,2035,Los Caballeros Templarios - Civilians,3
2425,2036,Jalisco Cartel New Generation - Civilians,3
2426,2037,Cartel Independiente de Acapulco - Civilians,3
2427,2038,La Barredora - Civilians,3
2428,2039,La Resistencia - Civilians,3
2429,2040,Lashkar of Kukikhel clan - Civilians,3
2430,2041,ETIM - Civilians,3
2431,2042,Ansar Dine - Civilians,3
2432,2043,CMA - Civilians,3
2433,2044,Seleka - Civilians,3
2434,2045,M23 - Civilians,3
2435,2046,MUJAO - Civilians,3
2436,2047,SRF - Civilians,3
2437,2048,GNLA - Civilians,3
2438,2050,Military faction (Red Berets) - Civilians,3
2439,2051,PBCP-J - Civilians,3
